Gender_Male,Customer Type_disloyal Customer,Type of Travel_Personal Travel,Class_Eco,Class_Eco Plus,satisfaction_satisfied,Age,Flight Distance,Inflight entertainment,Baggage handling,Cleanliness,Departure Delay in Minutes,Arrival Delay in Minutes
1,0,0,0,0,1,22,3377,5,4,5,26,21.0
1,0,0,0,0,0,31,2808,2,3,2,0,1.0
1,0,1,1,0,0,62,1249,4,5,4,130,133.0
1,0,1,1,0,1,63,604,2,5,2,0,0.0
1,0,0,0,0,1,43,2539,4,4,5,0,0.0
0,0,0,0,0,1,54,255,4,4,4,0,8.0
0,0,0,0,0,1,29,3934,5,4,5,15,14.0
0,0,0,1,0,1,24,689,4,3,4,0,0.0
1,0,0,1,0,1,45,1250,2,1,2,0,0.0
0,0,0,0,0,1,39,3888,5,5,3,0,0.0
0,0,1,1,0,0,32,1085,1,3,1,31,27.0
0,0,1,1,0,0,13,101,2,4,2,0,13.0
1,0,0,1,0,0,40,484,2,4,2,0,0.0
0,0,1,1,0,0,44,2603,2,3,1,0,34.0
0,0,1,0,0,0,44,2065,4,4,4,1,0.0
1,0,1,1,0,0,61,2075,5,4,5,3,0.0
1,0,0,1,0,0,40,1598,2,4,2,0,0.0
1,0,0,0,0,1,53,235,4,4,5,0,13.0
0,0,0,0,0,1,43,2328,5,5,4,0,0.0
0,0,1,1,0,0,36,162,3,5,3,0,2.0
1,0,0,0,1,0,50,261,3,3,3,0,0.0
0,0,0,0,0,1,40,1126,5,5,5,14,14.0
1,0,1,1,0,0,20,717,3,3,3,42,33.0
1,0,1,1,0,0,44,896,3,5,3,0,0.0
1,0,0,0,0,1,58,956,2,2,3,0,0.0
1,0,0,0,0,1,53,2521,4,4,4,0,9.0
0,0,0,0,0,1,43,1508,4,5,5,0,0.0
1,0,0,0,0,1,57,1619,3,3,3,0,0.0
1,0,0,0,0,1,49,1723,4,4,5,20,11.0
1,0,0,0,1,0,17,1306,1,4,1,0,0.0
1,0,1,0,1,0,44,192,1,5,1,8,3.0
1,0,0,0,0,1,41,1142,5,5,4,13,19.0
1,0,0,0,0,1,59,351,5,5,3,0,0.0
1,0,1,1,0,0,69,425,2,2,2,0,0.0
0,0,0,0,0,1,43,199,4,5,3,0,0.0
1,0,1,1,0,0,29,603,4,4,4,0,0.0
0,0,0,0,0,1,60,888,4,4,4,0,3.0
0,0,1,1,0,0,48,500,1,1,5,19,18.0
0,0,0,0,0,1,35,551,5,5,3,0,0.0
1,0,1,1,0,0,17,455,1,5,1,0,5.0
1,0,0,0,0,1,58,2886,4,4,5,0,15.0
1,0,0,0,1,1,26,1134,5,4,5,0,0.0
1,0,1,1,0,0,16,296,2,5,2,0,0.0
1,0,0,0,0,1,60,3838,4,4,5,0,5.0
0,0,0,0,0,1,26,1476,4,5,4,176,159.0
0,0,0,0,1,0,33,605,2,4,2,55,48.0
0,0,1,1,0,0,39,447,2,5,2,26,16.0
0,0,1,1,0,0,37,1084,3,4,3,52,40.0
0,0,0,1,0,1,41,394,4,3,4,6,0.0
0,0,0,0,0,1,41,1747,5,5,4,0,0.0
1,0,1,1,0,0,27,407,1,3,1,1,12.0
0,0,0,0,0,1,57,868,5,5,5,1,0.0
1,0,1,1,0,0,29,600,3,5,3,7,32.0
0,0,0,0,0,1,60,3873,4,4,4,23,0.0
0,0,0,0,0,1,50,2296,4,4,5,0,0.0
1,0,1,0,1,0,36,204,4,4,4,0,0.0
0,0,1,1,0,0,45,145,5,4,2,12,23.0
0,0,1,1,0,0,41,363,5,5,5,0,2.0
0,0,0,1,0,1,38,102,3,2,3,0,1.0
0,0,1,1,0,0,65,469,4,3,5,0,0.0
0,0,1,1,0,0,54,331,3,3,3,28,17.0
1,0,0,0,0,0,27,501,2,3,2,79,59.0
0,0,1,1,0,0,28,1379,5,4,5,24,19.0
1,0,1,1,0,0,14,489,5,4,5,76,70.0
1,0,0,0,0,1,40,3454,4,4,3,20,0.0
1,0,1,1,0,0,25,651,4,4,4,36,50.0
1,0,0,0,0,1,43,1500,4,4,3,18,2.0
0,0,0,0,0,1,49,3164,4,4,4,0,0.0
0,0,0,0,0,1,46,1846,5,5,4,0,0.0
0,0,0,0,0,1,33,867,4,4,4,0,0.0
1,0,1,0,0,0,46,199,4,4,3,6,1.0
1,0,0,0,0,1,48,2734,5,5,3,8,43.0
0,0,0,0,1,1,64,221,3,3,2,0,0.0
0,0,1,1,0,1,27,954,4,4,4,15,0.0
1,0,1,1,0,0,49,179,3,4,3,152,162.0
1,0,0,0,0,1,44,427,4,4,3,74,53.0
1,0,0,0,0,1,55,235,5,5,4,0,0.0
1,0,0,1,0,0,14,872,3,3,3,0,0.0
1,0,1,1,0,0,13,557,2,3,2,35,29.0
1,0,0,0,0,1,43,1854,4,4,5,72,83.0
1,0,1,0,1,0,62,413,5,4,5,0,9.0
0,0,1,1,0,0,63,255,3,3,2,49,45.0
1,0,1,1,0,0,41,404,2,1,2,0,0.0
1,0,0,0,0,1,52,302,4,4,3,9,15.0
0,0,0,1,0,0,44,1119,3,3,4,0,48.0
1,0,0,0,0,1,35,1953,2,2,5,142,123.0
1,0,1,1,0,0,57,337,2,2,2,13,5.0
0,0,0,0,0,1,48,1237,5,5,3,0,0.0
0,0,0,0,0,1,56,1035,5,5,3,0,0.0
1,0,0,0,0,1,54,2720,4,4,3,0,0.0
0,0,1,1,0,0,69,1269,3,3,3,4,0.0
1,0,1,0,0,0,9,1028,2,4,2,27,25.0
1,0,1,0,0,0,60,895,2,1,2,0,0.0
0,0,1,1,0,0,31,451,1,4,1,0,5.0
0,0,1,1,0,0,61,820,5,5,4,15,6.0
1,0,0,0,0,1,60,2075,5,5,3,3,0.0
1,0,0,0,0,0,37,468,1,1,1,0,0.0
0,0,0,0,0,1,43,191,2,2,3,0,0.0
1,0,0,0,0,1,46,3026,5,5,3,0,0.0
0,0,0,0,0,0,52,577,3,3,1,0,0.0
1,0,0,0,0,1,29,1628,5,3,5,0,0.0
0,0,0,1,0,1,48,746,3,3,3,0,0.0
0,0,0,0,0,1,41,2320,5,5,5,0,0.0
0,0,1,1,0,0,44,1087,5,5,3,0,0.0
0,0,1,1,0,0,43,351,2,2,3,0,0.0
0,0,1,1,0,0,70,129,4,4,5,0,12.0
0,0,0,0,0,1,38,1626,3,3,5,15,4.0
0,0,0,0,0,1,48,1576,4,4,5,0,0.0
0,0,0,0,0,1,35,200,4,5,3,1,0.0
0,0,0,0,0,0,57,1777,3,3,3,45,28.0
1,0,1,1,0,0,58,738,2,5,2,31,27.0
0,0,1,1,0,1,28,120,2,4,2,0,1.0
1,0,0,0,0,0,85,1904,1,3,3,14,7.0
0,0,0,0,0,1,37,1514,4,4,5,43,39.0
1,0,1,1,0,0,42,2419,5,5,2,31,17.0
1,0,0,0,1,0,75,236,3,4,3,6,3.0
0,0,1,1,0,0,54,222,1,1,1,0,0.0
1,0,1,1,0,0,54,226,1,4,1,17,7.0
1,0,0,0,0,1,43,3404,4,4,5,0,2.0
0,0,0,0,0,1,52,236,5,1,1,6,7.0
1,0,1,1,0,0,35,812,5,3,5,47,33.0
1,0,0,1,0,0,37,612,2,4,2,0,0.0
1,0,0,0,0,0,85,1666,4,3,3,0,5.0
0,0,0,0,0,0,60,214,3,1,3,0,0.0
1,0,1,0,1,1,39,440,3,5,3,0,0.0
1,0,0,1,0,1,46,308,5,5,5,0,0.0
1,0,0,0,0,0,31,1670,2,2,2,40,77.0
0,0,0,0,0,1,40,280,5,5,3,0,0.0
1,0,1,1,0,0,34,188,5,3,5,0,8.0
0,0,0,0,0,0,60,2139,2,2,4,0,0.0
1,0,0,1,0,0,38,900,4,3,4,0,10.0
1,0,1,1,0,0,21,262,3,3,3,0,0.0
0,0,0,0,0,0,37,545,2,2,3,9,0.0
0,0,0,0,0,1,48,1984,5,5,5,12,22.0
0,0,0,0,0,1,41,3619,5,5,4,0,0.0
0,0,0,1,0,1,47,554,3,3,1,0,0.0
1,0,0,0,0,1,42,1065,5,5,4,0,0.0
1,0,0,0,0,1,46,3688,5,5,3,0,0.0
0,0,0,0,0,1,26,546,4,4,4,0,0.0
1,0,0,0,0,0,58,2772,4,4,2,0,4.0
1,0,0,0,0,0,46,779,4,4,3,5,14.0
1,0,0,0,1,1,17,990,4,5,4,0,0.0
1,0,0,0,0,1,49,1014,4,4,5,0,0.0
1,0,1,1,0,0,56,997,4,4,4,0,0.0
0,0,0,0,0,0,56,2586,3,2,3,35,34.0
0,0,0,0,0,1,59,3887,4,4,5,0,0.0
1,0,0,0,0,1,54,585,4,4,5,17,40.0
1,0,1,1,0,0,54,746,5,3,5,99,101.0
0,0,0,0,0,1,42,2066,4,4,5,23,10.0
1,0,0,0,0,1,49,2370,4,4,3,0,0.0
1,0,0,0,0,1,35,2715,2,5,4,7,3.0
1,0,1,1,0,0,47,177,4,5,4,0,0.0
0,0,0,0,0,1,46,967,2,2,3,0,0.0
1,0,0,0,0,1,57,2545,4,5,4,5,4.0
1,0,1,1,0,0,53,333,1,2,1,5,0.0
1,0,0,0,1,1,40,447,5,1,5,0,0.0
0,0,1,0,0,0,51,1660,3,3,4,3,0.0
1,0,0,0,0,0,53,2789,4,4,2,0,7.0
1,0,0,0,0,1,48,3239,5,5,3,0,0.0
0,0,0,0,0,0,45,1583,4,4,2,0,0.0
1,0,0,1,0,0,59,240,1,1,1,0,0.0
0,0,0,1,0,1,38,67,5,3,5,0,0.0
0,0,0,0,1,1,47,125,4,4,3,118,111.0
1,0,0,0,0,0,69,344,1,1,3,4,0.0
1,0,0,0,0,1,44,1903,4,4,4,0,1.0
0,0,0,0,0,0,51,3731,2,2,3,29,35.0
0,0,1,0,0,0,53,223,5,5,1,1,42.0
1,0,0,1,0,0,77,1046,4,1,4,0,0.0
0,0,0,0,0,0,59,2864,3,3,1,9,19.0
1,0,1,1,0,0,64,431,4,4,4,0,8.0
1,0,0,1,0,1,40,410,4,3,4,0,5.0
0,0,1,1,0,0,34,2585,4,4,4,0,0.0
0,0,1,1,0,0,24,1008,2,4,2,126,112.0
1,0,0,0,0,1,55,2939,4,4,1,0,0.0
0,0,1,1,0,0,56,548,5,5,5,0,0.0
0,0,1,0,1,0,44,106,2,2,3,40,45.0
0,0,1,1,0,0,17,2105,2,5,2,0,13.0
1,0,1,1,0,0,53,391,2,1,2,25,15.0
1,0,0,0,0,1,38,280,5,5,4,0,0.0
1,0,0,0,1,1,30,399,5,5,5,0,0.0
1,0,1,1,0,0,39,590,5,4,5,0,9.0
1,0,0,1,0,0,31,913,3,4,3,0,45.0
0,0,1,1,0,0,49,587,3,2,2,0,0.0
0,0,1,1,0,0,33,1325,4,4,4,0,0.0
1,0,0,0,0,1,48,3386,2,3,4,102,88.0
0,0,0,1,0,0,45,461,2,2,2,1,7.0
0,0,0,1,0,0,25,936,3,3,3,21,16.0
1,0,0,1,0,1,53,216,3,2,3,0,0.0
0,0,0,0,0,0,38,3157,3,3,3,0,13.0
0,0,1,1,0,1,38,602,5,5,5,0,0.0
0,0,0,0,0,1,60,2775,3,3,5,0,0.0
0,0,1,1,0,0,9,580,2,4,2,0,0.0
0,0,0,0,0,1,55,1091,4,4,4,0,0.0
1,0,0,0,0,1,42,3169,5,5,5,0,0.0
0,0,1,1,0,0,44,210,3,1,4,71,79.0
0,0,0,0,0,1,46,1235,3,3,4,0,0.0
0,0,0,1,0,0,59,588,2,2,3,0,0.0
1,0,0,1,0,1,53,209,4,3,4,0,0.0
1,0,0,0,0,1,38,408,4,4,3,0,0.0
0,0,0,0,0,0,39,1768,4,2,4,0,0.0
1,0,1,1,0,0,30,925,2,5,2,2,0.0
0,0,0,0,0,0,30,674,3,4,3,15,11.0
0,0,0,1,0,0,35,1671,3,2,3,0,20.0
1,0,1,1,0,0,66,425,3,4,3,0,0.0
1,0,0,0,0,0,33,1290,3,3,3,0,1.0
0,0,0,0,0,1,28,1390,5,5,5,17,6.0
0,0,0,1,0,1,48,448,4,4,4,0,0.0
0,0,0,0,0,1,57,1990,5,5,5,10,6.0
1,0,1,1,0,0,14,946,1,2,1,33,48.0
1,0,0,0,0,1,22,3042,4,5,4,0,0.0
1,0,1,1,0,0,9,631,1,5,1,30,17.0
0,0,0,0,0,1,47,2389,5,4,5,72,60.0
1,0,0,0,0,0,55,247,3,3,1,0,9.0
0,0,0,1,0,0,25,368,1,4,1,0,0.0
1,0,0,0,0,1,54,1719,4,4,3,4,28.0
0,0,1,1,0,0,48,2541,4,4,3,41,9.0
1,0,1,1,0,0,8,562,3,5,3,0,9.0
1,0,0,0,0,1,46,486,4,4,3,11,18.0
0,0,1,1,0,0,7,611,2,1,2,18,9.0
0,0,0,0,1,0,55,223,1,1,3,0,0.0
1,0,0,0,0,1,57,3524,4,4,3,43,31.0
0,0,1,1,0,0,36,1009,1,3,1,60,55.0
0,0,0,0,0,1,24,1773,5,3,5,15,0.0
1,0,0,0,0,1,42,1915,4,4,3,9,2.0
1,0,0,0,0,1,70,402,4,4,3,18,0.0
0,0,1,1,0,0,51,849,5,5,4,0,0.0
1,0,0,0,0,1,39,1641,5,5,4,0,0.0
0,0,0,0,0,1,57,2468,4,4,4,0,0.0
1,0,0,1,0,0,47,224,4,4,4,0,0.0
1,0,0,0,0,1,57,1090,4,4,4,19,0.0
0,0,0,0,0,1,36,468,4,4,3,3,0.0
1,0,0,0,0,1,42,73,4,5,3,50,43.0
0,0,0,0,0,1,26,1917,4,4,4,0,0.0
0,0,0,1,0,0,37,1217,1,4,1,0,0.0
1,0,0,1,0,1,53,715,5,2,5,0,0.0
1,0,0,0,0,0,37,3648,3,3,2,1,0.0
1,0,0,0,0,1,25,3455,5,5,5,0,0.0
1,0,0,1,0,0,54,373,4,2,4,0,0.0
0,0,1,1,0,0,22,813,1,3,1,11,0.0
0,0,0,0,1,0,42,4817,2,3,2,17,14.0
1,0,0,0,0,0,42,920,2,2,4,0,0.0
0,0,1,1,0,0,62,1107,2,2,4,0,0.0
0,0,0,0,0,1,39,1952,5,5,5,112,94.0
1,0,0,0,1,0,49,667,2,2,2,35,39.0
1,0,1,1,0,0,58,1035,3,3,3,0,0.0
1,0,1,1,0,0,50,683,1,5,1,0,20.0
1,0,1,0,1,1,49,1199,2,3,2,0,0.0
0,0,1,1,0,0,9,528,4,3,1,196,191.0
0,0,0,1,0,0,39,461,3,4,3,11,24.0
1,0,0,0,0,1,20,3733,4,4,4,0,1.0
0,0,1,1,0,0,30,1299,5,3,5,0,0.0
0,0,1,1,0,0,45,1416,4,4,1,0,31.0
0,0,0,0,0,1,40,250,3,3,5,0,0.0
0,0,0,0,0,1,21,3461,5,1,5,32,30.0
1,0,0,0,0,1,46,240,5,5,4,0,3.0
1,0,0,0,1,0,51,448,1,3,1,0,0.0
0,0,0,0,1,0,25,2237,2,3,2,0,0.0
1,0,0,0,0,1,46,1598,5,4,5,11,12.0
0,0,0,1,0,0,43,406,4,4,3,0,15.0
0,0,1,1,0,0,66,650,5,5,4,0,0.0
0,0,1,1,0,0,42,930,3,3,5,0,0.0
1,0,1,1,0,1,13,246,2,5,2,1,0.0
1,0,1,1,0,0,50,224,1,5,1,0,0.0
0,0,0,0,0,1,40,1438,2,2,3,0,0.0
0,0,0,0,0,1,29,3355,4,4,4,3,0.0
0,0,0,0,0,1,72,366,5,5,4,0,0.0
1,0,0,0,0,1,51,814,4,4,5,37,13.0
0,0,1,1,0,0,25,442,3,5,3,5,0.0
1,0,1,1,0,0,11,153,5,5,5,0,0.0
1,0,0,0,0,0,33,190,4,3,4,0,0.0
1,0,1,1,0,0,66,353,2,4,2,0,0.0
0,0,0,0,0,1,44,1943,3,3,5,0,0.0
1,0,1,1,0,0,33,1744,2,5,2,32,9.0
0,0,1,1,0,0,48,402,5,5,4,0,0.0
1,0,0,1,0,0,39,757,3,2,3,0,0.0
1,0,0,1,0,0,72,358,3,4,3,0,0.0
0,0,0,0,0,1,32,2560,5,3,5,0,0.0
0,0,0,1,0,1,24,190,5,1,5,0,0.0
1,0,0,0,0,1,55,1514,5,5,4,6,15.0
1,0,0,0,0,0,49,2329,3,3,2,0,0.0
0,0,1,0,1,1,45,235,5,1,4,0,0.0
1,0,0,0,0,1,38,666,4,4,4,83,81.0
0,0,0,1,0,1,44,1249,5,5,2,0,0.0
0,0,0,0,0,1,41,3316,4,4,4,0,0.0
1,0,0,0,0,0,21,1660,3,4,3,0,0.0
1,0,0,0,0,1,33,3223,2,5,2,62,50.0
1,0,0,1,0,0,46,1107,2,3,2,12,3.0
0,0,0,0,0,0,23,744,1,2,4,295,274.0
1,0,1,1,0,0,19,163,2,5,2,0,0.0
0,0,0,1,0,1,46,249,4,4,3,0,0.0
1,0,1,1,0,0,41,460,2,5,2,12,7.0
0,0,0,0,0,1,49,2045,4,4,5,0,0.0
1,0,0,0,0,1,28,3544,3,5,3,0,0.0
1,0,0,0,0,0,63,3958,3,3,4,11,0.0
0,0,0,0,0,1,26,811,5,4,5,0,0.0
1,0,0,0,0,1,23,1448,3,5,3,0,0.0
1,0,0,0,0,1,28,3277,4,5,4,0,0.0
1,0,0,0,0,1,60,1587,5,5,5,0,0.0
0,0,0,0,0,1,35,3579,5,5,5,70,57.0
1,0,1,1,0,1,64,147,5,4,5,0,0.0
1,0,0,0,0,1,39,3548,4,4,3,2,0.0
1,0,1,1,0,0,15,1120,3,4,3,20,17.0
1,0,1,0,1,0,39,401,1,5,1,27,20.0
1,0,0,0,0,1,41,442,3,3,3,8,7.0
1,0,1,1,0,0,21,761,3,4,3,0,0.0
1,0,0,0,0,1,44,719,4,4,3,2,11.0
0,0,1,1,0,0,23,2583,5,1,1,98,96.0
0,0,1,1,0,0,8,237,3,5,5,97,178.0
1,0,0,0,0,1,50,414,4,4,4,0,6.0
0,0,0,0,0,0,30,862,4,4,4,2,6.0
0,0,1,1,0,0,28,986,4,4,4,8,0.0
0,0,1,1,0,0,68,550,4,4,4,0,3.0
1,0,0,0,0,1,59,2950,4,4,4,33,44.0
0,0,1,1,0,0,65,1671,3,3,2,0,0.0
0,0,0,0,0,1,31,284,2,3,2,0,0.0
0,0,0,0,0,1,57,340,3,3,4,0,0.0
1,0,1,1,0,0,23,1535,3,3,3,0,0.0
0,0,0,0,0,1,40,2391,5,2,4,4,5.0
0,0,1,1,0,0,68,143,5,5,3,0,0.0
0,0,1,0,1,0,7,423,3,3,3,1,0.0
1,0,1,1,0,0,12,446,4,5,4,124,111.0
0,0,1,1,0,0,25,409,1,4,1,0,0.0
0,0,1,1,0,0,14,1024,3,4,3,0,0.0
0,0,1,1,0,0,39,651,2,4,2,0,2.0
0,0,0,0,0,1,66,2303,4,4,2,0,0.0
0,0,0,1,0,0,56,763,1,1,3,0,0.0
0,0,0,0,0,1,45,3085,3,3,4,0,0.0
0,0,0,1,0,0,22,599,3,4,3,13,18.0
1,0,1,1,0,1,60,672,4,3,4,0,0.0
1,0,0,0,0,0,47,957,2,2,2,0,9.0
0,0,0,0,0,0,46,2861,2,2,2,0,0.0
1,0,0,0,0,1,36,356,3,3,5,0,0.0
0,0,0,0,0,1,55,1258,5,5,5,0,6.0
1,0,0,0,0,0,49,606,1,1,1,0,0.0
1,0,1,1,0,0,19,942,5,3,5,14,20.0
1,0,0,1,0,1,52,946,5,3,3,95,158.0
1,0,0,0,0,1,51,337,4,4,3,0,0.0
1,0,1,1,0,0,55,978,5,4,5,0,0.0
0,0,0,0,0,1,49,813,4,4,5,0,0.0
1,0,0,0,0,1,22,1017,4,5,4,0,0.0
1,0,0,0,0,1,70,3152,3,3,4,0,0.0
0,0,0,0,0,1,49,2448,4,4,4,12,9.0
1,0,0,0,0,1,60,848,4,5,4,207,223.0
1,0,1,0,1,0,57,1024,1,5,1,0,0.0
0,0,0,0,0,0,55,280,3,3,1,0,0.0
0,0,1,0,1,0,14,397,2,5,2,88,86.0
1,0,0,0,0,0,54,2813,2,4,3,0,0.0
0,0,0,0,0,1,45,592,5,5,3,56,50.0
1,0,0,0,0,1,52,3229,4,4,4,20,6.0
0,0,1,0,0,0,40,1756,1,1,2,11,0.0
1,0,0,1,0,1,58,604,5,1,5,48,47.0
0,0,1,1,0,0,63,580,2,3,4,0,0.0
1,0,1,1,0,0,57,224,4,4,4,13,12.0
1,0,0,0,0,1,54,2368,5,5,4,0,0.0
1,0,1,1,0,0,65,296,5,4,5,2,36.0
0,0,0,1,0,1,46,107,5,5,5,0,0.0
0,0,1,1,0,0,8,1105,5,5,5,0,0.0
1,0,0,0,0,0,36,192,2,3,2,45,48.0
1,0,0,0,0,1,29,1739,5,5,5,6,0.0
0,0,0,0,0,1,41,447,3,3,4,0,4.0
1,0,0,0,0,1,45,806,4,4,5,0,20.0
1,0,0,0,0,1,23,3111,4,3,4,8,5.0
0,0,0,1,0,0,22,650,1,4,1,0,0.0
0,0,0,1,0,0,48,1487,3,3,3,0,0.0
0,0,1,1,0,0,32,725,4,1,4,6,0.0
0,0,0,0,0,1,40,1145,4,4,5,0,0.0
1,0,1,1,0,1,15,1235,2,4,2,4,1.0
0,0,0,0,0,1,56,1431,4,4,3,0,0.0
1,0,0,0,0,1,57,3519,5,5,5,29,26.0
1,0,1,1,0,0,11,549,1,4,1,3,3.0
1,0,1,1,0,0,51,328,1,4,1,0,0.0
1,0,1,1,0,0,41,762,1,5,1,0,12.0
0,0,1,1,0,0,46,399,1,1,4,0,0.0
0,0,1,1,0,1,57,2586,3,3,3,0,0.0
0,0,1,0,1,0,30,853,4,3,4,0,32.0
0,0,1,1,0,0,35,1222,1,3,1,100,91.0
1,0,0,0,1,1,41,455,4,2,4,0,2.0
1,0,0,0,0,0,31,1668,2,4,2,50,47.0
1,0,1,1,0,0,52,530,1,4,1,0,0.0
1,0,0,0,1,1,58,287,5,1,5,0,0.0
0,0,0,0,0,1,49,2861,4,4,3,0,0.0
1,0,0,0,0,0,38,164,3,2,1,0,0.0
1,0,0,0,0,0,61,2717,1,1,3,0,0.0
1,0,0,0,0,1,54,1735,4,4,3,0,0.0
0,0,0,0,0,1,49,3857,5,5,4,0,0.0
1,0,0,0,0,1,43,937,4,4,5,0,0.0
1,0,0,0,0,1,30,2454,4,4,4,0,0.0
0,0,1,1,0,0,68,607,3,3,5,0,0.0
1,0,0,0,0,1,26,3567,3,2,3,3,0.0
0,0,0,0,0,1,50,406,4,4,4,15,0.0
0,0,0,0,0,1,56,980,5,5,5,15,4.0
0,0,0,0,0,1,48,1086,5,5,5,0,0.0
1,0,0,0,0,1,41,3575,5,5,3,68,66.0
1,0,0,0,0,1,43,1627,4,4,3,109,128.0
0,0,0,0,0,1,47,3392,4,4,4,1,0.0
0,0,0,0,0,1,46,2014,4,4,5,27,43.0
0,0,0,0,0,1,52,1781,4,4,4,49,39.0
1,0,0,0,1,1,24,624,5,2,4,202,216.0
0,0,0,0,0,0,41,2636,2,2,4,33,16.0
1,0,0,0,0,1,60,3998,5,5,4,40,37.0
0,0,1,1,0,1,12,491,3,4,4,138,158.0
0,0,1,0,1,0,62,541,4,2,4,0,6.0
0,0,1,1,0,0,20,308,4,4,4,0,2.0
0,0,0,0,0,1,46,3521,4,4,5,5,10.0
0,0,0,0,0,1,54,3850,3,3,4,11,16.0
1,0,0,0,0,0,44,2182,3,3,2,0,0.0
0,0,1,1,0,0,29,328,3,5,3,14,8.0
1,0,0,0,0,1,50,3524,5,5,3,2,0.0
1,0,0,0,0,0,57,3761,4,4,1,29,33.0
0,0,0,0,1,1,32,395,1,2,1,1,0.0
0,0,1,0,1,0,11,1050,3,4,3,0,0.0
0,0,0,0,0,1,42,2698,4,4,3,0,0.0
0,0,1,1,0,0,27,309,4,2,4,0,0.0
1,0,1,1,0,0,24,491,4,4,4,0,0.0
0,0,1,1,0,0,16,277,5,3,5,120,97.0
1,0,1,1,0,0,9,285,2,4,2,0,0.0
1,0,0,0,0,1,45,1174,4,4,3,12,3.0
0,0,1,1,0,0,67,2381,1,1,4,85,61.0
0,0,0,0,0,0,66,479,2,2,4,0,0.0
0,0,1,1,0,0,66,289,2,2,4,0,0.0
1,0,0,0,0,0,48,164,4,4,2,10,13.0
0,0,0,1,0,0,32,442,2,1,2,0,0.0
1,0,0,0,0,1,49,3489,3,3,3,0,0.0
0,0,0,0,0,0,47,2744,3,3,2,0,2.0
1,0,0,0,0,1,44,2137,4,4,4,0,0.0
1,0,1,0,1,0,19,500,3,5,3,0,0.0
1,0,0,0,0,0,20,2043,3,2,3,0,3.0
0,0,0,0,0,1,42,1500,5,5,5,12,0.0
0,0,1,1,0,0,64,337,4,5,3,229,231.0
1,0,0,0,0,1,36,1970,5,5,3,0,0.0
1,0,0,1,0,1,39,209,5,3,5,0,0.0
1,0,1,1,0,0,51,759,4,3,4,0,0.0
1,0,1,1,0,0,12,2342,4,4,4,31,22.0
1,0,0,0,0,1,31,251,5,5,5,10,0.0
0,0,0,0,0,1,52,3977,5,5,5,9,14.0
1,0,0,1,0,0,32,829,5,2,5,4,0.0
0,0,1,1,0,0,28,1616,2,3,2,2,3.0
1,0,1,0,0,0,57,406,1,4,1,0,0.0
0,0,0,0,0,1,56,3033,2,2,5,0,0.0
0,0,0,0,0,1,34,3686,5,5,1,0,0.0
1,0,0,0,0,0,47,1175,2,2,3,0,0.0
1,0,0,0,0,1,37,1258,4,4,5,0,5.0
0,0,0,0,0,1,45,2222,5,5,3,12,6.0
1,0,1,1,0,0,45,590,5,5,5,23,17.0
0,0,0,0,0,0,52,427,2,2,4,4,7.0
1,0,0,0,0,1,13,954,4,4,4,0,0.0
0,0,1,1,0,0,65,957,4,4,2,0,0.0
1,0,1,1,0,0,53,371,3,3,3,20,8.0
0,0,1,1,0,0,41,1546,2,3,1,132,145.0
0,0,1,1,0,0,65,711,1,1,3,0,0.0
0,0,1,1,0,0,48,718,2,2,3,10,5.0
0,0,1,1,0,0,60,853,5,5,4,29,15.0
0,0,1,1,0,0,51,679,1,1,5,0,0.0
1,0,0,0,0,1,56,2557,5,5,4,0,0.0
1,0,1,1,0,0,56,456,3,4,3,72,111.0
1,0,1,0,1,0,45,542,1,5,1,0,0.0
0,0,0,1,0,0,24,1020,3,3,3,0,0.0
1,0,0,0,0,0,59,3566,3,3,3,0,0.0
0,0,1,0,1,1,44,794,1,1,3,0,0.0
1,0,0,0,0,1,54,3727,4,4,5,0,0.0
0,0,1,0,0,0,57,918,4,4,1,0,0.0
0,0,0,1,0,1,65,192,5,5,4,0,0.0
1,0,1,1,0,0,35,761,3,4,3,0,0.0
1,0,1,1,0,0,17,368,4,3,4,0,0.0
0,0,0,0,0,1,50,1325,5,5,4,0,23.0
0,0,0,0,0,1,40,2300,4,4,4,89,88.0
1,0,1,0,1,0,45,429,3,3,3,110,110.0
0,0,0,0,0,1,49,1704,3,5,4,138,134.0
0,0,0,0,0,1,33,1379,4,4,3,3,0.0
1,0,0,0,0,1,52,2814,4,4,3,0,0.0
1,0,0,0,0,0,57,304,2,2,3,0,0.0
0,0,0,0,1,1,46,224,4,4,4,0,14.0
0,0,1,1,0,0,64,484,2,2,3,15,3.0
0,0,1,0,1,0,57,1608,1,1,4,0,0.0
0,0,0,0,0,1,16,1379,4,4,4,13,0.0
0,0,1,0,1,0,66,1481,4,4,3,0,0.0
1,0,0,0,0,1,36,515,5,5,3,43,26.0
0,0,1,1,0,0,27,305,3,5,3,0,0.0
0,0,0,0,0,0,47,3546,2,2,2,19,21.0
0,0,0,0,0,1,44,2178,5,5,4,0,0.0
1,0,1,1,0,1,27,813,5,3,5,15,12.0
0,0,0,0,0,1,52,2399,4,4,4,0,0.0
0,0,1,1,0,0,13,1205,1,3,1,1,0.0
0,0,0,0,0,1,59,2096,5,5,4,2,0.0
1,0,1,1,0,0,67,551,3,2,3,17,13.0
1,0,1,1,0,0,68,630,1,1,1,4,1.0
0,0,0,0,0,1,45,1696,5,5,3,28,26.0
